HOG	OG	Gene Tree Parent Clade	Bicyclus_anynana	Danaus_plexippus	Heliconius_erato_lativitta	Heliconius_melpomene_melpomene	Junonia_coenia	Maniola_hyperantus	Pararge_aegeria	Vanessa_cardui	Vanessa_tameamea
N1.HOG0000031	OG0000000	n172	Bany_07320-RA			HMEL030479g1.t1	JC_06345-RA				
N1.HOG0000032	OG0000000	n174	Bany_08379-RA			HMEL037744g1.t1, HMEL033559g1.t1					
N1.HOG0000033	OG0000000	n176	Bany_12839-RA, Bany_00630-RA								
N1.HOG0000034	OG0000000	n177	Bany_15840-RA, Bany_12026-RA			HMEL035743g1.t1					XP_026488880.1
N1.HOG0000035	OG0000000	n180	Bany_04366-RA, Bany_13150-RA								
N1.HOG0000036	OG0000000	n181	Bany_09626-RA, Bany_03068-RA, Bany_16382-RA			HMEL002349g1.t1, HMEL032665g1.t1					
N1.HOG0000037	OG0000000	n185	Bany_13428-RA, Bany_17806-RA			HMEL036032g1.t1					
N1.HOG0000038	OG0000000	n190	Bany_13444-RA, Bany_02521-RA			HMEL030971g1.t1			XP_039764486.1		XP_026490098.1
N1.HOG0000039	OG0000000	n195	Bany_12885-RA			HMEL036879g1.t1, HMEL037211g1.t1		XP_034837767.1			XP_026494144.1
N1.HOG0000040	OG0000000	n201				HMEL032721g1.t1, HMEL033318g1.t1, HMEL034443g1.t1, HMEL033590g1.t1, HMEL030870g1.t1, HMEL034014g1.t1, HMEL033778g1.t1, HMEL036222g1.t1, HMEL034751g1.t1, HMEL032362g1.t1, HMEL031474g1.t1, HMEL036564g1.t1, HMEL035707g1.t1, HMEL035697g1.t1, HMEL035708g1.t1					
N1.HOG0000041	OG0000000	n217	Bany_09856-RA, Bany_09439-RA, Bany_07392-RA, Bany_03616-RA, Bany_12761-RA, Bany_00045-RA, Bany_13584-RA			HMEL035211g1.t1	JC_15003-RA				
N1.HOG0000042	OG0000000	n225	Bany_12351-RA, Bany_13990-RA, Bany_17561-RA, Bany_07205-RA			HMEL030621g1.t1, HMEL034201g1.t1, HMEL030853g1.t1, HMEL035551g1.t1, HMEL017933g1.t1, HMEL030113g1.t1, HMEL038130g1.t1, HMEL030881g1.t1, HMEL035429g1.t1, HMEL036892g1.t1					
N1.HOG0000043	OG0000000	n241	Bany_05506-RA			HMEL037994g1.t1, HMEL036590g1.t1, HMEL036561g1.t1, HMEL036024g1.t1, HMEL034790g1.t1, HMEL038003g1.t1					
N1.HOG0000044	OG0000000	n248	Bany_03267-RA			HMEL031475g1.t1					
N1.HOG0000045	OG0000000	n249	Bany_17740-RA, Bany_05667-RA			HMEL031699g1.t1					
N1.HOG0000046	OG0000000	n251	Bany_13005-RA, Bany_13853-RA			HMEL033200g1.t1					
N1.HOG0000047	OG0000000	n253	Bany_08916-RA			HMEL034079g1.t1			XP_039759598.1		XP_026493394.1
N1.HOG0000048	OG0000001	n1	Bany_13515-RA			HMEL036429g1.t1, HMEL037266g1.t1, HMEL015753g1.t1, HMEL034832g1.t1, HMEL034547g1.t1, HMEL036848g1.t1, HMEL034814g1.t1, HMEL031951g1.t1, HMEL021804g1.t1, HMEL032334g1.t1, HMEL034243g1.t1, HMEL030645g1.t1, HMEL030857g1.t1, HMEL032132g1.t1, HMEL033653g1.t1, HMEL035627g1.t1		XP_034840840.1		Vcard_DToL18102-RA, Vcard_DToL15240-RA, Vcard_DToL03608-RA	XP_026501313.1, XP_026499446.1, XP_026499842.1, XP_026488483.1, XP_026490168.1, XP_026491700.1, XP_026498239.1, XP_026498877.1, XP_026484140.1
N1.HOG0000049	OG0000001	n37				HMEL035948g1.t1, HMEL036899g1.t1					
N1.HOG0000050	OG0000001	n39				HMEL036975g1.t1, HMEL031105g1.t1, HMEL016914g1.t1					
N1.HOG0000051	OG0000001	n42				HMEL036425g1.t1, HMEL033330g1.t1, HMEL036034g1.t1					
N1.HOG0000052	OG0000001	n46				HMEL036885g1.t1, HMEL032934g1.t1, HMEL032942g1.t1, HMEL033464g1.t1, HMEL033322g1.t1, HMEL030158g1.t1, HMEL032944g1.t1, HMEL035885g1.t1, HMEL031657g1.t1, HMEL035495g1.t1, HMEL031161g1.t1, HMEL034726g1.t1, HMEL035940g1.t1					
N1.HOG0000053	OG0000001	n65				HMEL037232g1.t1, HMEL030002g1.t1, HMEL038221g1.t1, HMEL017756g1.t1, HMEL035464g1.t1, HMEL005819g1.t1, HMEL034670g1.t1, HMEL035422g1.t1, HMEL014143g1.t1, HMEL009419g1.t1, HMEL035436g1.t1, HMEL030858g1.t1, HMEL014652g1.t1, HMEL033652g1.t1, HMEL030773g1.t1, HMEL036655g1.t1, HMEL030157g1.t1, HMEL034616g1.t1, HMEL036178g1.t1, HMEL033439g1.t1, HMEL030014g1.t1, HMEL031162g1.t1, HMEL030042g1.t1, HMEL012633g1.t1, HMEL036959g1.t1, HMEL034291g1.t1, HMEL036264g1.t1, HMEL035611g1.t1, HMEL037700g1.t1, HMEL036526g1.t1, HMEL034995g1.t1, HMEL030584g1.t1, HMEL030324g1.t1, HMEL036835g1.t1, HMEL036838g1.t1, HMEL030634g1.t1, HMEL031491g1.t1, HMEL033325g1.t1, HMEL035879g1.t1, HMEL002598g1.t1, HMEL005489g1.t1					
N1.HOG0000054	OG0000001	n106				HMEL035536g1.t1, HMEL013322g1.t1, HMEL036521g1.t1, HMEL035922g1.t1, HMEL031451g1.t1, HMEL036472g1.t1, HMEL035916g1.t1, HMEL030438g1.t1		XP_034838060.1			
N1.HOG0000055	OG0000001	n114				HMEL020351g1.t1, HMEL030494g1.t1, HMEL034562g1.t1, HMEL034556g1.t1, HMEL031887g1.t1, HMEL034384g1.t1, HMEL036107g1.t1, HMEL032975g1.t1, HMEL032736g1.t1			XP_039755304.1		
N1.HOG0000056	OG0000001	n123				HMEL036523g1.t1, HMEL036658g1.t1, HMEL033087g1.t1, HMEL037525g1.t1					
N1.HOG0000057	OG0000001	n126				HMEL036928g1.t1, HMEL031587g1.t1, HMEL032983g1.t1, HMEL036310g1.t1, HMEL034323g1.t1, HMEL030449g1.t1, HMEL030375g1.t1, HMEL032965g1.t1, HMEL031010g1.t1, HMEL036405g1.t1, HMEL036126g1.t1, HMEL033133g1.t1, HMEL038142g1.t1, HMEL035343g1.t1, HMEL034840g1.t1, HMEL033773g1.t1, HMEL032939g1.t1, HMEL032340g1.t1, HMEL034356g1.t1, HMEL036929g1.t1, HMEL030080g1.t1, HMEL033189g1.t1, HMEL035251g1.t1, HMEL035443g1.t1, HMEL031449g1.t1, HMEL034355g1.t1, HMEL036127g1.t1					
N1.HOG0000058	OG0000001	n152				HMEL033885g1.t1, HMEL036811g1.t1, HMEL030322g1.t1, HMEL036866g1.t1, HMEL035861g1.t1, HMEL033273g1.t1, HMEL032335g1.t1, HMEL033520g1.t1, HMEL031560g1.t1, HMEL034378g1.t1, HMEL035108g1.t1, HMEL013866g1.t1, HMEL034359g1.t1, HMEL034568g1.t1, HMEL035494g1.t1, HMEL035171g1.t1, HMEL032760g1.t1, HMEL006440g1.t1, HMEL030077g1.t1, HMEL037983g1.t1, HMEL035414g1.t1, HMEL034173g1.t1, HMEL035881g1.t1, HMEL035416g1.t1, HMEL033413g1.t1, HMEL030846g1.t1, HMEL032281g1.t1, HMEL033045g1.t1, HMEL037356g1.t1, HMEL033086g1.t1, HMEL033483g1.t1, HMEL031233g1.t1, HMEL037127g1.t1, HMEL035838g1.t1, HMEL034964g1.t1, HMEL033592g1.t1, HMEL036601g1.t1, HMEL036839g1.t1, HMEL036836g1.t1, HMEL032905g1.t1, HMEL035503g1.t1, HMEL032822g1.t1, HMEL034648g1.t1, HMEL034552g1.t1, HMEL034142g1.t1					
N1.HOG0000059	OG0000001	n196	Bany_13198-RA			HMEL030646g1.t1, HMEL035372g1.t1, HMEL035760g1.t1, HMEL035882g1.t1, HMEL034546g1.t1, HMEL030843g1.t1, HMEL031545g1.t1, HMEL036180g1.t1, HMEL034172g1.t1, HMEL034918g1.t1, HMEL036571g1.t1, HMEL030695g1.t1, HMEL030330g1.t1, HMEL037982g1.t1, HMEL035320g1.t1, HMEL037441g1.t1, HMEL005252g1.t1, HMEL035189g1.t1					
N1.HOG0000060	OG0000002	n1	Bany_05116-RA, Bany_03179-RA, Bany_13153-RA, Bany_05863-RA, Bany_08981-RA		HEL_005892-RA	HMEL036554g1.t1, HMEL034617g1.t1			XP_039749168.1, XP_039749231.1, XP_039752022.1, XP_039764502.1, XP_039747070.1, XP_039753757.1, XP_039763478.1, XP_039764272.1	Vcard_DToL03178-RA, Vcard_DToL17192-RA, Vcard_DToL15627-RA, Vcard_DToL18254-RA	XP_026490714.1
N1.HOG0000061	OG0000002	n23	Bany_06368-RA, Bany_00732-RA								
N1.HOG0000062	OG0000002	n25			HEL_011413-RA, HEL_005179-RA, HEL_009264-RA						
N1.HOG0000063	OG0000002	n28	Bany_04889-RA		HEL_009732-RA, HEL_008605-RA					Vcard_DToL02602-RA, Vcard_DToL10390-RA, Vcard_DToL17277-RA, Vcard_DToL09587-RA, Vcard_DToL15628-RA	
N1.HOG0000064	OG0000002	n36			HEL_007343-RA, HEL_007341-RA						
N1.HOG0000065	OG0000002	n38			HEL_009458-RA, HEL_009460-RA, HEL_004442-RA, HEL_009816-RA, HEL_005318-RA						
N1.HOG0000066	OG0000002	n45			HEL_012797-RA, HEL_005218-RA, HEL_004686-RA, HEL_004260-RA, HEL_004443-RA						
N1.HOG0000067	OG0000002	n52	Bany_12916-RA		HEL_002913-RA						
N1.HOG0000068	OG0000002	n53	Bany_13903-RA, Bany_08398-RA		HEL_006847-RA, HEL_000682-RA, HEL_008606-RA, HEL_009708-RA, HEL_000256-RA, HEL_006734-RA						
N1.HOG0000069	OG0000002	n63	Bany_07688-RA		HEL_005603-RA	HMEL035769g1.t1					
N1.HOG0000070	OG0000002	n65	Bany_12917-RA			HMEL036353g1.t1					
N1.HOG0000071	OG0000002	n66	Bany_16810-RA, Bany_07918-RA, Bany_09867-RA, Bany_07916-RA		HEL_011987-RA, HEL_008610-RA, HEL_007271-RA, HEL_006534-RA, HEL_012623-RA, HEL_006584-RA, HEL_007811-RA, HEL_005557-RA, HEL_008878-RA, HEL_006659-RA, HEL_010102-RA, HEL_007204-RA, HEL_006977-RA, HEL_006139-RA, HEL_010101-RA, HEL_008565-RA, HEL_005215-RA, HEL_000681-RA, HEL_006991-RA, HEL_003218-RA, HEL_006733-RA, HEL_004551-RA, HEL_010301-RA, HEL_011377-RA, HEL_010320-RA, HEL_007568-RA, HEL_005182-RA, HEL_013980-RA, HEL_008174-RA, HEL_000115-RA	HMEL013511g1.t1, HMEL033266g1.t1, HMEL038220g1.t1, HMEL035877g1.t1, HMEL030958g1.t1, HMEL034477g1.t1, HMEL035717g1.t1, HMEL030957g1.t1, HMEL034990g1.t1, HMEL007599g1.t1, HMEL036922g1.t1, HMEL030171g1.t1, HMEL014841g1.t1			XP_039749643.1, XP_039755482.1, XP_039756937.1	Vcard_DToL10140-RA, Vcard_DToL15618-RA, Vcard_DToL15764-RA, Vcard_DToL04452-RA, Vcard_DToL16862-RA, Vcard_DToL17297-RA, Vcard_DToL04360-RA, Vcard_DToL00979-RA, Vcard_DToL02889-RA, Vcard_DToL03203-RA, Vcard_DToL10908-RA	
N1.HOG0000072	OG0000002	n126			HEL_004550-RA, HEL_005649-RA	HMEL038151g1.t1					
N1.HOG0000073	OG0000002	n131			HEL_011229-RA, HEL_006621-RA, HEL_010677-RA, HEL_005319-RA, HEL_000257-RA, HEL_009459-RA, HEL_012744-RA	HMEL035766g1.t1, HMEL034656g1.t1, HMEL035908g1.t1					
N1.HOG0000074	OG0000002	n141	Bany_13333-RA, Bany_02352-RA		HEL_008500-RA, HEL_007729-RA, HEL_000120-RA, HEL_002268-RA, HEL_011538-RA, HEL_003028-RA	HMEL035034g1.t1, HMEL036122g1.t1, HMEL037457g1.t1, HMEL034431g1.t1, HMEL037919g1.t1, HMEL031235g1.t1, HMEL035050g1.t1, HMEL030343g1.t1		XP_034832765.1	XP_039763065.1, XP_039747912.1		
N1.HOG0000075	OG0000002	n159	Bany_06561-RA, Bany_16605-RA, Bany_03401-RA, Bany_18056-RA, Bany_10840-RA			HMEL030601g1.t1			XP_039753711.1, XP_039761423.1, XP_039761888.1, XP_039760354.1		XP_026483300.1
N1.HOG0000076	OG0000002	n169			HEL_009246-RA, HEL_013155-RA, HEL_013115-RA	HMEL034530g1.t1, HMEL035953g1.t1, HMEL034555g1.t1					
N1.HOG0000077	OG0000003	n1				HMEL035669g1.t1, HMEL033289g1.t1, HMEL030070g1.t1, HMEL035646g1.t1, HMEL037900g1.t1				Vcard_DToL07346-RA, Vcard_DToL15598-RA	XP_026493386.1, XP_026496911.1
N1.HOG0000078	OG0000003	n12							XP_039762686.1, XP_039764155.1, XP_039760787.1, XP_039758268.1, XP_039758025.1, XP_039765337.1		
N1.HOG0000079	OG0000003	n19	Bany_16601-RA				JC_11525-RA		XP_039760410.1, XP_039750824.1, XP_039748082.1, XP_039764518.1, XP_039760412.1, XP_039755221.1		
N1.HOG0000080	OG0000003	n27				HMEL032743g1.t1, HMEL003905g1.t1, HMEL032192g1.t1, HMEL030063g1.t1, HMEL032715g1.t1, HMEL034772g1.t1, HMEL037743g1.t1, HMEL033979g1.t1, HMEL031135g1.t1, HMEL033499g1.t1, HMEL033488g1.t1, HMEL037913g1.t1, HMEL036035g1.t1, HMEL034658g1.t1, HMEL030808g1.t1, HMEL030372g1.t1, HMEL034926g1.t1, HMEL003742g1.t1, HMEL017779g1.t1, HMEL033334g1.t1, HMEL035884g1.t1, HMEL030147g1.t1, HMEL037121g1.t1, HMEL030355g1.t1, HMEL030058g1.t1, HMEL037074g1.t1, HMEL036065g1.t1, HMEL037908g1.t1, HMEL032817g1.t1, HMEL032603g1.t1, HMEL030350g1.t1, HMEL032420g1.t1, HMEL032600g1.t1, HMEL031242g1.t1, HMEL034363g1.t1, HMEL032116g1.t1, HMEL034724g1.t1, HMEL030448g1.t1, HMEL038145g1.t1, HMEL032476g1.t1, HMEL037737g1.t1, HMEL030481g1.t1, HMEL036886g1.t1, HMEL037816g1.t1, HMEL030877g1.t1, HMEL033277g1.t1, HMEL031027g1.t1, HMEL033644g1.t1, HMEL004107g1.t1, HMEL030433g1.t1, HMEL036421g1.t1, HMEL035712g1.t1, HMEL035727g1.t1, HMEL031360g1.t1, HMEL031083g1.t1, HMEL034446g1.t1, HMEL037858g1.t1, HMEL009173g1.t1, HMEL034866g1.t1, HMEL036051g1.t1, HMEL006235g1.t1, HMEL034703g1.t1, HMEL036981g1.t1, HMEL035658g1.t1, HMEL010760g1.t1, HMEL031099g1.t1, HMEL034361g1.t1, HMEL034419g1.t1, HMEL012524g1.t1, HMEL030252g1.t1, HMEL004320g1.t1, HMEL036414g1.t1, HMEL036812g1.t1, HMEL037494g1.t1, HMEL032339g1.t1, HMEL037445g1.t1, HMEL030417g1.t1, HMEL034863g1.t1, HMEL033510g1.t1, HMEL030143g1.t1, HMEL032318g1.t1, HMEL034441g1.t1, HMEL033225g1.t1, HMEL036413g1.t1, HMEL030124g1.t1, HMEL035446g1.t1, HMEL035441g1.t1, HMEL034620g1.t1, HMEL038016g1.t1, HMEL037940g1.t1, HMEL035107g1.t1, HMEL035480g1.t1, HMEL030334g1.t1, HMEL032560g1.t1, HMEL032089g1.t1, HMEL032741g1.t1, HMEL032033g1.t1, HMEL035626g1.t1				Vcard_DToL05329-RA, Vcard_DToL16992-RA, Vcard_DToL14245-RA	
N1.HOG0000081	OG0000004	n5				HMEL022560-RA	JC_13607-RA			Vcard_DToL15634-RA, Vcard_DToL15635-RA	XP_026497789.1
N1.HOG0000082	OG0000004	n13	Bany_02377-RA, Bany_01306-RA		HEL_006852-RA, HEL_006839-RA, HEL_006838-RA	HMEL022655-RA, HMEL022629-RA, HMEL022614-RA, HMEL022644-RA, HMEL022672-RA	JC_13597-RA	XP_034826574.1, XP_034826575.1	XP_039757795.1		XP_026497757.1, XP_026497758.1
N1.HOG0000083	OG0000004	n29			HEL_006845-RA	HMEL022649-RA, HMEL022642-RA	JC_13588-RA	XP_034826576.1, XP_034829861.1, XP_034826577.1			
N1.HOG0000084	OG0000004	n35			HEL_014408-RA	HMEL022631-RA, HMEL022626-RA, HMEL022562-RA, HMEL022600-RA	JC_13589-RA, JC_13591-RA, JC_12131-RA	XP_034825904.1			XP_026497760.1
N1.HOG0000085	OG0000004	n45	Bany_02384-RA, Bany_02383-RA, Bany_02385-RA		HEL_006833-RA, HEL_006850-RA, HEL_006851-RA, HEL_006835-RA, HEL_006834-RA	HMEL022640-RA, HMEL022652-RA	JC_13605-RA	XP_034826589.1, XP_034825964.1	XP_039758007.1		
N1.HOG0000086	OG0000004	n58					JC_13611-RA	XP_034826579.1		Vcard_DToL15667-RA	
N1.HOG0000087	OG0000004	n60				HMEL022563-RA, HMEL022669-RA, HMEL022623-RA					
N1.HOG0000088	OG0000004	n63	Bany_02376-RA		HEL_006840-RA	HMEL022633-RA	JC_13594-RA	XP_034826233.1, XP_034826572.1, XP_034825836.1	XP_039765531.1, XP_039746222.1, XP_039746211.1	Vcard_DToL15629-RA	
N1.HOG0000089	OG0000004	n73			HEL_006849-RA, HEL_006848-RA	HMEL022671-RA, HMEL022653-RA	JC_13612-RA, JC_16548-RA, JC_13613-RA, JC_13584-RA, JC_13586-RA, JC_10921-RA, JC_04781-RA, JC_07468-RA, JC_13615-RA, JC_13581-RA, JC_13622-RA, JC_13619-RA, JC_13585-RA, JC_13614-RA, JC_13593-RA, JC_13587-RA, JC_13590-RA, JC_13620-RA, JC_13616-RA, JC_16186-RA, JC_16185-RA, JC_13582-RA	XP_034826578.1	XP_039765606.1	Vcard_DToL15675-RA, Vcard_DToL15674-RA, Vcard_DToL16321-RA, Vcard_DToL15669-RA, Vcard_DToL15644-RA, Vcard_DToL15631-RA, Vcard_DToL15664-RA, Vcard_DToL15673-RA	XP_026497755.1, XP_026497761.1, XP_026497765.1
N1.HOG0000090	OG0000004	n111			HEL_006841-RA	HMEL022620-RA, HMEL022568-RA					
N1.HOG0000091	OG0000004	n113			HEL_006846-RA	HMEL022670-RA					
N1.HOG0000092	OG0000005	n2				HMEL031445g1.t1, HMEL033404g1.t1, HMEL033939g1.t1, HMEL030067g1.t1, HMEL030636g1.t1, HMEL036510g1.t1, HMEL036436g1.t1, HMEL032169g1.t1, HMEL031164g1.t1, HMEL038197g1.t1, HMEL031471g1.t1, HMEL036918g1.t1, HMEL034674g1.t1, HMEL030156g1.t1, HMEL033707g1.t1, HMEL031583g1.t1, HMEL033746g1.t1, HMEL031988g1.t1, HMEL017902g1.t1, HMEL031555g1.t1, HMEL030161g1.t1, HMEL036646g1.t1, HMEL030851g1.t1, HMEL033480g1.t1, HMEL034464g1.t1					
N1.HOG0000093	OG0000005	n27	Bany_02782-RA			HMEL034057g1.t1					
N1.HOG0000094	OG0000005	n29				HMEL030114g1.t1, HMEL034465g1.t1, HMEL033535g1.t1, HMEL035352g1.t1					
N1.HOG0000095	OG0000005	n34	Bany_16371-RA			HMEL035731g1.t1, HMEL035426g1.t1, HMEL031718g1.t1, HMEL034294g1.t1, HMEL036029g1.t1					
N1.HOG0000096	OG0000005	n40	Bany_04515-RA			HMEL031765g1.t1					
N1.HOG0000097	OG0000005	n41	Bany_13174-RA			HMEL034149g1.t1, HMEL033258g1.t1, HMEL032264g1.t1, HMEL030850g1.t1, HMEL035427g1.t1, HMEL034365g1.t1, HMEL030197g1.t1, HMEL030532g1.t1, HMEL034971g1.t1, HMEL033731g1.t1, HMEL033573g1.t1, HMEL030930g1.t1, HMEL030921g1.t1, HMEL033589g1.t1, HMEL031606g1.t1, HMEL036432g1.t1, HMEL036435g1.t1, HMEL035715g1.t1, HMEL031582g1.t1, HMEL036712g1.t1, HMEL037171g1.t1, HMEL034466g1.t1, HMEL036924g1.t1, HMEL037830g1.t1, HMEL036919g1.t1, HMEL030635g1.t1, HMEL032697g1.t1, HMEL038198g1.t1, HMEL030976g1.t1, HMEL031341g1.t1					
N1.HOG0000098	OG0000005	n71				HMEL034367g1.t1, HMEL034932g1.t1, HMEL036764g1.t1, HMEL036765g1.t1, HMEL030533g1.t1, HMEL031764g1.t1, HMEL034449g1.t1, HMEL034397g1.t1, HMEL037037g1.t1, HMEL031586g1.t1, HMEL034368g1.t1, HMEL034974g1.t1, HMEL030110g1.t1, HMEL033256g1.t1, HMEL034933g1.t1, HMEL033257g1.t1, HMEL034150g1.t1, HMEL035913g1.t1, HMEL031585g1.t1, HMEL034366g1.t1, HMEL034972g1.t1, HMEL036297g1.t1, HMEL033572g1.t1, HMEL034151g1.t1, HMEL030953g1.t1, HMEL030111g1.t1, HMEL036039g1.t1, HMEL037824g1.t1, HMEL032115g1.t1, HMEL033732g1.t1, HMEL035847g1.t1, HMEL030198g1.t1, HMEL012316g1.t1, HMEL030170g1.t1, HMEL031559g1.t1, HMEL034603g1.t1, HMEL030534g1.t1, HMEL034380g1.t1, HMEL030535g1.t1, HMEL033408g1.t1, HMEL034396g1.t1, HMEL034389g1.t1					
